Raging Regisaur,rix,1/19/2018,,Creature,Dinosaur,{2}{R}{G},4,4,4,Uncommon,0,0,0,1,1,167,https://scryfall.com/card/rix/168/raging-regisaur
Relentless Raptor,rix,1/19/2018,,Creature,Dinosaur,{R}{W},2,3,3,Uncommon,1,0,0,1,0,168,https://scryfall.com/card/rix/169/relentless-raptor
Resplendent Griffin,rix,1/19/2018,,Creature,Griffin,{1}{W}{U},3,2,2,Uncommon,1,1,0,0,0,169,https://scryfall.com/card/rix/170/resplendent-griffin
Siegehorn Ceratops,rix,1/19/2018,,Creature,Dinosaur,{G}{W},2,2,2,Rare,1,0,0,0,1,170,https://scryfall.com/card/rix/171/siegehorn-ceratops
Storm Fleet Sprinter,rix,1/19/2018,,Creature,Human Pirate,{1}{U}{R},3,2,2,Uncommon,0,1,0,1,0,171,https://scryfall.com/card/rix/172/storm-fleet-sprinter
Storm the Vault // Vault of Catlacan,rix,1/19/2018,Legendary ,Enchantment,,{2}{U}{R},4,,,Rare,0,1,0,1,0,172,https://scryfall.com/card/rix/173/storm-the-vault-vault-of-catlacan
"Zacama, Primal Calamity",rix,1/19/2018,Legendary ,Creature,Elder Dinosaur,{6}{R}{G}{W},9,9,9,Mythic Rare,1,0,0,1,1,173,https://scryfall.com/card/rix/174/zacama-primal-calamity
Awakened Amalgam,rix,1/19/2018,,Artifact Creature,Golem,{4},4,*,*,Rare,0,0,0,0,0,174,https://scryfall.com/card/rix/175/awakened-amalgam
Azor's Gateway // Sanctum of the Sun,rix,1/19/2018,Legendary ,Artifact,,{2},2,,,Mythic Rare,0,0,0,0,0,175,https://scryfall.com/card/rix/176/azors-gateway-sanctum-of-the-sun
Captain's Hook,rix,1/19/2018,,Artifact,Equipment,{3},3,,,Rare,0,0,0,0,0,176,https://scryfall.com/card/rix/177/captains-hook
Gleaming Barrier,rix,1/19/2018,,Artifact Creature,Wall,{2},2,0,4,Common,0,0,0,0,0,177,https://scryfall.com/card/rix/178/gleaming-barrier
Golden Guardian // Gold-Forge Garrison,rix,1/19/2018,,Artifact Creature,Golem,{4},4,4,4,Rare,0,0,0,0,0,178,https://scryfall.com/card/rix/179/golden-guardian-gold-forge-garrison
The Immortal Sun,rix,1/19/2018,Legendary ,Artifact,,{6},6,,,Mythic Rare,0,0,0,0,0,179,https://scryfall.com/card/rix/180/the-immortal-sun
Orazca Relic,rix,1/19/2018,,Artifact,,{3},3,,,Common,0,0,0,0,0,180,https://scryfall.com/card/rix/181/orazca-relic
Silent Gravestone,rix,1/19/2018,,Artifact,,{1},1,,,Rare,0,0,0,0,0,181,https://scryfall.com/card/rix/182/silent-gravestone
Strider Harness,rix,1/19/2018,,Artifact,Equipment,{3},3,,,Common,0,0,0,0,0,182,https://scryfall.com/card/rix/183/strider-harness
Traveler's Amulet,rix,1/19/2018,,Artifact,,{1},1,,,Common,0,0,0,0,0,183,https://scryfall.com/card/rix/184/travelers-amulet
Arch of Orazca,rix,1/19/2018,,Land,,,1,,,Rare,0,0,0,0,0,184,https://scryfall.com/card/rix/185/arch-of-orazca
Evolving Wilds,rix,1/19/2018,,Land,,,1,,,Common,0,0,0,0,0,185,https://scryfall.com/card/rix/186/evolving-wilds
Forsaken Sanctuary,rix,1/19/2018,,Land,,,1,,,Uncommon,0,0,0,0,0,186,https://scryfall.com/card/rix/187/forsaken-sanctuary
Foul Orchard,rix,1/19/2018,,Land,,,1,,,Uncommon,0,0,0,0,0,187,https://scryfall.com/card/rix/188/foul-orchard
Highland Lake,rix,1/19/2018,,Land,,,1,,,Uncommon,0,0,0,0,0,188,https://scryfall.com/card/rix/189/highland-lake
Stone Quarry,rix,1/19/2018,,Land,,,1,,,Uncommon,0,0,0,0,0,189,https://scryfall.com/card/rix/190/stone-quarry
Woodland Stream,rix,1/19/2018,,Land,,,1,,,Uncommon,0,0,0,0,0,190,https://scryfall.com/card/rix/191/woodland-stream
Plains,rix,1/19/2018,,Basic Land,Plains,,1,,,Common,0,0,0,0,0,191,https://scryfall.com/card/rix/192/plains
Island,rix,1/19/2018,,Basic Land,Island,,1,,,Common,0,0,0,0,0,192,https://scryfall.com/card/rix/193/island
Swamp,rix,1/19/2018,,Basic Land,Swamp,,1,,,Common,0,0,0,0,0,193,https://scryfall.com/card/rix/194/swamp
Mountain,rix,1/19/2018,,Basic Land,Mountain,,1,,,Common,0,0,0,0,0,194,https://scryfall.com/card/rix/195/mountain
Forest,rix,1/19/2018,,Basic Land,Forest,,1,,,Common,0,0,0,0,0,195,https://scryfall.com/card/rix/196/forest
"Vraska, Scheming Gorgon",rix,1/19/2018,Legendary ,Planeswalker,Vraska,{4}{B}{B},6,,5,Mythic Rare,0,0,1,0,0,196,https://scryfall.com/card/rix/197/vraska-scheming-gorgon
Vampire Champion,rix,1/19/2018,,Creature,Vampire Soldier,{3}{B},4,3,3,Common,0,0,1,0,0,197,https://scryfall.com/card/rix/198/vampire-champion
Vraska's Conquistador,rix,1/19/2018,,Creature,Vampire Soldier,{1}{B},2,2,1,Uncommon,0,0,1,0,0,198,https://scryfall.com/card/rix/199/vraskas-conquistador
Vraska's Scorn,rix,1/19/2018,,Sorcery,,{2}{B}{B},4,,,Rare,0,0,1,0,0,199,https://scryfall.com/card/rix/200/vraskas-scorn
"Angrath, Minotaur Pirate",rix,1/19/2018,Legendary ,Planeswalker,Angrath,{4}{B}{R},6,,5,Mythic Rare,0,0,1,1,0,200,https://scryfall.com/card/rix/201/angrath-minotaur-pirate
Angrath's Ambusher,rix,1/19/2018,,Creature,Orc Pirate,{2}{B},3,2,3,Uncommon,0,0,1,0,0,201,https://scryfall.com/card/rix/202/angraths-ambusher
Swab Goblin,rix,1/19/2018,,Creature,Goblin Pirate,{1}{R},2,2,2,Common,0,0,0,1,0,202,https://scryfall.com/card/rix/203/swab-goblin
Angrath's Fury,rix,1/19/2018,,Sorcery,,{3}{B}{R},5,,,Rare,0,0,1,1,0,203,https://scryfall.com/card/rix/204/angraths-fury
Cinder Barrens,rix,1/19/2018,,Land,,,1,,,Common,0,0,0,0,0,204,https://scryfall.com/card/rix/205/cinder-barrens
Adanto Vanguard,xln,9/29/2017,,Creature,Vampire Soldier,{1}{W},2,1,1,Uncommon,1,0,0,0,0,0,https://scryfall.com/card/xln/1/adanto-vanguard
Ashes of the Abhorrent,xln,9/29/2017,,Enchantment,,{1}{W},2,,,Rare,1,0,0,0,0,1,https://scryfall.com/card/xln/2/ashes-of-the-abhorrent
Axis of Mortality,xln,9/29/2017,,Enchantment,,{4}{W}{W},6,,,Mythic Rare,1,0,0,0,0,2,https://scryfall.com/card/xln/3/axis-of-mortality
Bellowing Aegisaur,xln,9/29/2017,,Creature,Dinosaur,{5}{W},6,3,5,Uncommon,1,0,0,0,0,3,https://scryfall.com/card/xln/4/bellowing-aegisaur
Bishop of Rebirth,xln,9/29/2017,,Creature,Vampire Cleric,{3}{W}{W},5,3,4,Rare,1,0,0,0,0,4,https://scryfall.com/card/xln/5/bishop-of-rebirth
Bishop's Soldier,xln,9/29/2017,,Creature,Vampire Soldier,{1}{W},2,2,2,Common,1,0,0,0,0,5,https://scryfall.com/card/xln/6/bishops-soldier
Bright Reprisal,xln,9/29/2017,,Instant,,{4}{W},5,,,Uncommon,1,0,0,0,0,6,https://scryfall.com/card/xln/7/bright-reprisal
Demystify,xln,9/29/2017,,Instant,,{W},1,,,Common,1,0,0,0,0,7,https://scryfall.com/card/xln/8/demystify
Duskborne Skymarcher,xln,9/29/2017,,Creature,Vampire Cleric,{W},1,1,1,Uncommon,1,0,0,0,0,8,https://scryfall.com/card/xln/9/duskborne-skymarcher
Emissary of Sunrise,xln,9/29/2017,,Creature,Human Cleric,{2}{W},3,2,1,Uncommon,1,0,0,0,0,9,https://scryfall.com/card/xln/10/emissary-of-sunrise
Encampment Keeper,xln,9/29/2017,,Creature,Dog,{W},1,1,1,Common,1,0,0,0,0,10,https://scryfall.com/card/xln/11/encampment-keeper
Glorifier of Dusk,xln,9/29/2017,,Creature,Vampire Soldier,{3}{W}{W},5,4,4,Uncommon,1,0,0,0,0,11,https://scryfall.com/card/xln/12/glorifier-of-dusk
Goring Ceratops,xln,9/29/2017,,Creature,Dinosaur,{5}{W}{W},7,3,3,Rare,1,0,0,0,0,12,https://scryfall.com/card/xln/13/goring-ceratops
Imperial Aerosaur,xln,9/29/2017,,Creature,Dinosaur,{3}{W},4,3,3,Uncommon,1,0,0,0,0,13,https://scryfall.com/card/xln/14/imperial-aerosaur
Imperial Lancer,xln,9/29/2017,,Creature,Human Knight,{W},1,1,1,Uncommon,1,0,0,0,0,14,https://scryfall.com/card/xln/15/imperial-lancer
Inspiring Cleric,xln,9/29/2017,,Creature,Vampire Cleric,{2}{W},3,3,2,Uncommon,1,0,0,0,0,15,https://scryfall.com/card/xln/16/inspiring-cleric
Ixalan's Binding,xln,9/29/2017,,Enchantment,,{3}{W},4,,,Uncommon,1,0,0,0,0,16,https://scryfall.com/card/xln/17/ixalans-binding
Kinjalli's Caller,xln,9/29/2017,,Creature,Human Cleric,{W},1,0,3,Common,1,0,0,0,0,17,https://scryfall.com/card/xln/18/kinjallis-caller
Kinjalli's Sunwing,xln,9/29/2017,,Creature,Dinosaur,{2}{W},3,2,3,Rare,1,0,0,0,0,18,https://scryfall.com/card/xln/19/kinjallis-sunwing
Legion Conquistador,xln,9/29/2017,,Creature,Vampire Soldier,{2}{W},3,2,2,Common,1,0,0,0,0,19,https://scryfall.com/card/xln/20/legion-conquistador
Legion's Judgment,xln,9/29/2017,,Sorcery,,{2}{W},3,,,Common,1,0,0,0,0,20,https://scryfall.com/card/xln/21/legions-judgment
"Legion''s Landing // Adanto, the First Fort",xln,9/29/2017,Legendary ,Enchantment,,{W},1,,,Rare,1,0,0,0,0,21,https://scryfall.com/card/xln/22/legions-landing-adanto-the-first-fort
Looming Altisaur,xln,9/29/2017,,Creature,Dinosaur,{3}{W},4,1,7,Common,1,0,0,0,0,22,https://scryfall.com/card/xln/23/looming-altisaur
"Mavren Fein, Dusk Apostle",xln,9/29/2017,Legendary ,Creature,Vampire Cleric,{2}{W},3,2,2,Rare,1,0,0,0,0,23,https://scryfall.com/card/xln/24/mavren-fein-dusk-apostle
Paladin of the Bloodstained,xln,9/29/2017,,Creature,Vampire Knight,{3}{W},4,3,2,Common,1,0,0,0,0,24,https://scryfall.com/card/xln/25/paladin-of-the-bloodstained
Pious Interdiction,xln,9/29/2017,,Enchantment,Aura,{3}{W},4,,,Common,1,0,0,0,0,25,https://scryfall.com/card/xln/26/pious-interdiction
Priest of the Wakening Sun,xln,9/29/2017,,Creature,Human Cleric,{W},1,1,1,Rare,1,0,0,0,0,26,https://scryfall.com/card/xln/27/priest-of-the-wakening-sun
Pterodon Knight,xln,9/29/2017,,Creature,Human Knight,{3}{W},4,3,3,Common,1,0,0,0,0,27,https://scryfall.com/card/xln/28/pterodon-knight
Queen's Commission,xln,9/29/2017,,Sorcery,,{2}{W},3,,,Common,1,0,0,0,0,28,https://scryfall.com/card/xln/29/queens-commission
Rallying Roar,xln,9/29/2017,,Instant,,{2}{W},3,,,Uncommon,1,0,0,0,0,29,https://scryfall.com/card/xln/30/rallying-roar
Raptor Companion,xln,9/29/2017,,Creature,Dinosaur,{1}{W},2,3,1,Common,1,0,0,0,0,30,https://scryfall.com/card/xln/31/raptor-companion
Ritual of Rejuvenation,xln,9/29/2017,,Instant,,{2}{W},3,,,Common,1,0,0,0,0,31,https://scryfall.com/card/xln/32/ritual-of-rejuvenation
Sanguine Sacrament,xln,9/29/2017,,Instant,,{X}{W}{W},2,,,Rare,1,0,0,0,0,32,https://scryfall.com/card/xln/33/sanguine-sacrament
Settle the Wreckage,xln,9/29/2017,,Instant,,{2}{W}{W},4,,,Rare,1,0,0,0,0,33,https://scryfall.com/card/xln/34/settle-the-wreckage
Sheltering Light,xln,9/29/2017,,Instant,,{W},1,,,Uncommon,1,0,0,0,0,34,https://scryfall.com/card/xln/35/sheltering-light
Shining Aerosaur,xln,9/29/2017,,Creature,Dinosaur,{4}{W},5,3,4,Common,1,0,0,0,0,35,https://scryfall.com/card/xln/36/shining-aerosaur
Skyblade of the Legion,xln,9/29/2017,,Creature,Vampire Soldier,{1}{W},2,1,3,Common,1,0,0,0,0,36,https://scryfall.com/card/xln/37/skyblade-of-the-legion
Slash of Talons,xln,9/29/2017,,Instant,,{W},1,,,Common,1,0,0,0,0,37,https://scryfall.com/card/xln/38/slash-of-talons
Steadfast Armasaur,xln,9/29/2017,,Creature,Dinosaur,{3}{W},4,2,3,Uncommon,1,0,0,0,0,38,https://scryfall.com/card/xln/39/steadfast-armasaur
Sunrise Seeker,xln,9/29/2017,,Creature,Human Scout,{4}{W},5,3,3,Common,1,0,0,0,0,39,https://scryfall.com/card/xln/40/sunrise-seeker
Territorial Hammerskull,xln,9/29/2017,,Creature,Dinosaur,{2}{W},3,2,3,Common,1,0,0,0,0,40,https://scryfall.com/card/xln/41/territorial-hammerskull
Tocatli Honor Guard,xln,9/29/2017,,Creature,Human Soldier,{1}{W},2,1,3,Rare,1,0,0,0,0,41,https://scryfall.com/card/xln/42/tocatli-honor-guard
Vampire's Zeal,xln,9/29/2017,,Instant,,{W},1,,,Common,1,0,0,0,0,42,https://scryfall.com/card/xln/43/vampires-zeal
Wakening Sun's Avatar,xln,9/29/2017,,Creature,Dinosaur Avatar,{5}{W}{W}{W},8,7,7,Mythic Rare,1,0,0,0,0,43,https://scryfall.com/card/xln/44/wakening-suns-avatar
Air Elemental,xln,9/29/2017,,Creature,Elemental,{3}{U}{U},5,4,4,Uncommon,0,1,0,0,0,44,https://scryfall.com/card/xln/45/air-elemental
Arcane Adaptation,xln,9/29/2017,,Enchantment,,{2}{U},3,,,Rare,0,1,0,0,0,45,https://scryfall.com/card/xln/46/arcane-adaptation
Cancel,xln,9/29/2017,,Instant,,{1}{U}{U},3,,,Common,0,1,0,0,0,46,https://scryfall.com/card/xln/47/cancel
Chart a Course,xln,9/29/2017,,Sorcery,,{1}{U},2,,,Uncommon,0,1,0,0,0,47,https://scryfall.com/card/xln/48/chart-a-course
Daring Saboteur,xln,9/29/2017,,Creature,Human Pirate,{1}{U},2,2,1,Rare,0,1,0,0,0,48,https://scryfall.com/card/xln/49/daring-saboteur
Deadeye Quartermaster,xln,9/29/2017,,Creature,Human Pirate,{3}{U},4,2,2,Uncommon,0,1,0,0,0,49,https://scryfall.com/card/xln/50/deadeye-quartermaster
Deeproot Waters,xln,9/29/2017,,Enchantment,,{2}{U},3,,,Uncommon,0,1,0,0,0,50,https://scryfall.com/card/xln/51/deeproot-waters
Depths of Desire,xln,9/29/2017,,Instant,,{2}{U},3,,,Common,0,1,0,0,0,51,https://scryfall.com/card/xln/52/depths-of-desire
Dive Down,xln,9/29/2017,,Instant,,{U},1,,,Common,0,1,0,0,0,52,https://scryfall.com/card/xln/53/dive-down
Dreamcaller Siren,xln,9/29/2017,,Creature,Siren Pirate,{2}{U}{U},4,3,3,Rare,0,1,0,0,0,53,https://scryfall.com/card/xln/54/dreamcaller-siren
Entrancing Melody,xln,9/29/2017,,Sorcery,,{X}{U}{U},2,,,Rare,0,1,0,0,0,54,https://scryfall.com/card/xln/55/entrancing-melody
Favorable Winds,xln,9/29/2017,,Enchantment,,{1}{U},2,,,Uncommon,0,1,0,0,0,55,https://scryfall.com/card/xln/56/favorable-winds
Fleet Swallower,xln,9/29/2017,,Creature,Fish,{5}{U}{U},7,6,6,Rare,0,1,0,0,0,56,https://scryfall.com/card/xln/57/fleet-swallower
Headwater Sentries,xln,9/29/2017,,Creature,Merfolk Warrior,{3}{U},4,2,5,Common,0,1,0,0,0,57,https://scryfall.com/card/xln/58/headwater-sentries
Herald of Secret Streams,xln,9/29/2017,,Creature,Merfolk Warrior,{3}{U},4,2,3,Rare,0,1,0,0,0,58,https://scryfall.com/card/xln/59/herald-of-secret-streams
"Jace, Cunning Castaway",xln,9/29/2017,Legendary ,Planeswalker,Jace,{1}{U}{U},3,,3,Mythic Rare,0,1,0,0,0,59,https://scryfall.com/card/xln/60/jace-cunning-castaway
"Kopala, Warden of Waves",xln,9/29/2017,Legendary ,Creature,Merfolk Wizard,{1}{U}{U},3,2,2,Rare,0,1,0,0,0,60,https://scryfall.com/card/xln/61/kopala-warden-of-waves
Lookout's Dispersal,xln,9/29/2017,,Instant,,{2}{U},3,,,Uncommon,0,1,0,0,0,61,https://scryfall.com/card/xln/62/lookouts-dispersal
Navigator's Ruin,xln,9/29/2017,,Enchantment,,{2}{U},3,,,Uncommon,0,1,0,0,0,62,https://scryfall.com/card/xln/63/navigators-ruin
One With the Wind,xln,9/29/2017,,Enchantment,Aura,{1}{U},2,,,Common,0,1,0,0,0,63,https://scryfall.com/card/xln/64/one-with-the-wind
Opt,xln,9/29/2017,,Instant,,{U},1,,,Common,0,1,0,0,0,64,https://scryfall.com/card/xln/65/opt
Overflowing Insight,xln,9/29/2017,,Sorcery,,{4}{U}{U}{U},7,,,Mythic Rare,0,1,0,0,0,65,https://scryfall.com/card/xln/66/overflowing-insight
Perilous Voyage,xln,9/29/2017,,Instant,,{1}{U},2,,,Uncommon,0,1,0,0,0,66,https://scryfall.com/card/xln/67/perilous-voyage
Pirate's Prize,xln,9/29/2017,,Sorcery,,{3}{U},4,,,Common,0,1,0,0,0,67,https://scryfall.com/card/xln/68/pirates-prize
Prosperous Pirates,xln,9/29/2017,,Creature,Human Pirate,{4}{U},5,3,4,Common,0,1,0,0,0,68,https://scryfall.com/card/xln/69/prosperous-pirates
River Sneak,xln,9/29/2017,,Creature,Merfolk Warrior,{1}{U},2,1,1,Uncommon,0,1,0,0,0,69,https://scryfall.com/card/xln/70/river-sneak
River's Rebuke,xln,9/29/2017,,Sorcery,,{4}{U}{U},6,,,Rare,0,1,0,0,0,70,https://scryfall.com/card/xln/71/rivers-rebuke
Run Aground,xln,9/29/2017,,Instant,,{3}{U},4,,,Common,0,1,0,0,0,71,https://scryfall.com/card/xln/72/run-aground
Sailor of Means,xln,9/29/2017,,Creature,Human Pirate,{2}{U},3,1,4,Common,0,1,0,0,0,72,https://scryfall.com/card/xln/73/sailor-of-means
"Search for Azcanta // Azcanta, the Sunken Ruin",xln,9/29/2017,Legendary ,Enchantment,,{1}{U},2,,,Rare,0,1,0,0,0,73,https://scryfall.com/card/xln/74/search-for-azcanta-azcanta-the-sunken-ruin
Shaper Apprentice,xln,9/29/2017,,Creature,Merfolk Wizard,{1}{U},2,2,1,Common,0,1,0,0,0,74,https://scryfall.com/card/xln/75/shaper-apprentice
Shipwreck Looter,xln,9/29/2017,,Creature,Human Pirate,{1}{U},2,2,1,Common,0,1,0,0,0,75,https://scryfall.com/card/xln/76/shipwreck-looter
Shore Keeper,xln,9/29/2017,,Creature,Trilobite,{U},1,0,3,Common,0,1,0,0,0,76,https://scryfall.com/card/xln/77/shore-keeper
Siren Lookout,xln,9/29/2017,,Creature,Siren Pirate,{2}{U},3,1,2,Common,0,1,0,0,0,77,https://scryfall.com/card/xln/78/siren-lookout
Siren Stormtamer,xln,9/29/2017,,Creature,Siren Pirate Wizard,{U},1,1,1,Uncommon,0,1,0,0,0,78,https://scryfall.com/card/xln/79/siren-stormtamer
Siren's Ruse,xln,9/29/2017,,Instant,,{1}{U},2,,,Common,0,1,0,0,0,79,https://scryfall.com/card/xln/80/sirens-ruse
Spell Pierce,xln,9/29/2017,,Instant,,{U},1,,,Common,0,1,0,0,0,80,https://scryfall.com/card/xln/81/spell-pierce
Spell Swindle,xln,9/29/2017,,Instant,,{3}{U}{U},5,,,Rare,0,1,0,0,0,81,https://scryfall.com/card/xln/82/spell-swindle
Storm Fleet Aerialist,xln,9/29/2017,,Creature,Human Pirate,{1}{U},2,1,2,Uncommon,0,1,0,0,0,82,https://scryfall.com/card/xln/83/storm-fleet-aerialist
Storm Fleet Spy,xln,9/29/2017,,Creature,Human Pirate,{2}{U},3,2,2,Uncommon,0,1,0,0,0,83,https://scryfall.com/card/xln/84/storm-fleet-spy
Storm Sculptor,xln,9/29/2017,,Creature,Merfolk Wizard,{3}{U},4,3,2,Common,0,1,0,0,0,84,https://scryfall.com/card/xln/85/storm-sculptor
Tempest Caller,xln,9/29/2017,,Creature,Merfolk Wizard,{2}{U}{U},4,2,3,Uncommon,0,1,0,0,0,85,https://scryfall.com/card/xln/86/tempest-caller
Watertrap Weaver,xln,9/29/2017,,Creature,Merfolk Wizard,{2}{U},3,2,2,Common,0,1,0,0,0,86,https://scryfall.com/card/xln/87/watertrap-weaver
Wind Strider,xln,9/29/2017,,Creature,Merfolk Wizard,{4}{U},5,3,3,Common,0,1,0,0,0,87,https://scryfall.com/card/xln/88/wind-strider
Anointed Deacon,xln,9/29/2017,,Creature,Vampire Cleric,{4}{B},5,3,3,Common,0,0,1,0,0,88,https://scryfall.com/card/xln/89/anointed-deacon
Arguel's Blood Fast // Temple of Aclazotz,xln,9/29/2017,Legendary ,Enchantment,,{1}{B},2,,,Rare,0,0,1,0,0,89,https://scryfall.com/card/xln/90/arguels-blood-fast-temple-of-aclazotz
Bishop of the Bloodstained,xln,9/29/2017,,Creature,Vampire Cleric,{3}{B}{B},5,3,3,Uncommon,0,0,1,0,0,90,https://scryfall.com/card/xln/91/bishop-of-the-bloodstained
Blight Keeper,xln,9/29/2017,,Creature,Bat Imp,{B},1,1,1,Common,0,0,1,0,0,91,https://scryfall.com/card/xln/92/blight-keeper
Bloodcrazed Paladin,xln,9/29/2017,,Creature,Vampire Knight,{1}{B},2,1,1,Rare,0,0,1,0,0,92,https://scryfall.com/card/xln/93/bloodcrazed-paladin
Boneyard Parley,xln,9/29/2017,,Sorcery,,{5}{B}{B},7,,,Mythic Rare,0,0,1,0,0,93,https://scryfall.com/card/xln/94/boneyard-parley
Contract Killing,xln,9/29/2017,,Sorcery,,{3}{B}{B},5,,,Common,0,0,1,0,0,94,https://scryfall.com/card/xln/95/contract-killing
Costly Plunder,xln,9/29/2017,,Instant,,{1}{B},2,,,Common,0,0,1,0,0,95,https://scryfall.com/card/xln/96/costly-plunder
Dark Nourishment,xln,9/29/2017,,Instant,,{4}{B},5,,,Uncommon,0,0,1,0,0,96,https://scryfall.com/card/xln/97/dark-nourishment
Deadeye Tormentor,xln,9/29/2017,,Creature,Human Pirate,{2}{B},3,2,2,Common,0,0,1,0,0,97,https://scryfall.com/card/xln/98/deadeye-tormentor
Deadeye Tracker,xln,9/29/2017,,Creature,Human Pirate,{B},1,1,1,Rare,0,0,1,0,0,98,https://scryfall.com/card/xln/99/deadeye-tracker
Deathless Ancient,xln,9/29/2017,,Creature,Vampire Knight,{4}{B}{B},6,4,4,Uncommon,0,0,1,0,0,99,https://scryfall.com/card/xln/100/deathless-ancient
Desperate Castaways,xln,9/29/2017,,Creature,Human Pirate,{1}{B},2,2,3,Common,0,0,1,0,0,100,https://scryfall.com/card/xln/101/desperate-castaways
Dire Fleet Hoarder,xln,9/29/2017,,Creature,Human Pirate,{1}{B},2,2,1,Common,0,0,1,0,0,101,https://scryfall.com/card/xln/102/dire-fleet-hoarder
Dire Fleet Interloper,xln,9/29/2017,,Creature,Human Pirate,{3}{B},4,2,2,Common,0,0,1,0,0,102,https://scryfall.com/card/xln/103/dire-fleet-interloper
Dire Fleet Ravager,xln,9/29/2017,,Creature,Orc Pirate Wizard,{3}{B}{B},5,4,4,Mythic Rare,0,0,1,0,0,103,https://scryfall.com/card/xln/104/dire-fleet-ravager
Duress,xln,9/29/2017,,Sorcery,,{B},1,,,Common,0,0,1,0,0,104,https://scryfall.com/card/xln/105/duress
Fathom Fleet Captain,xln,9/29/2017,,Creature,Human Pirate,{1}{B},2,2,1,Rare,0,0,1,0,0,105,https://scryfall.com/card/xln/106/fathom-fleet-captain
Fathom Fleet Cutthroat,xln,9/29/2017,,Creature,Human Pirate,{3}{B},4,3,3,Common,0,0,1,0,0,106,https://scryfall.com/card/xln/107/fathom-fleet-cutthroat
Grim Captain's Call,xln,9/29/2017,,Sorcery,,{2}{B},3,,,Uncommon,0,0,1,0,0,107,https://scryfall.com/card/xln/108/grim-captains-call
Heartless Pillage,xln,9/29/2017,,Sorcery,,{2}{B},3,,,Uncommon,0,0,1,0,0,108,https://scryfall.com/card/xln/109/heartless-pillage
Kitesail Freebooter,xln,9/29/2017,,Creature,Human Pirate,{1}{B},2,1,2,Uncommon,0,0,1,0,0,109,https://scryfall.com/card/xln/110/kitesail-freebooter
Lurking Chupacabra,xln,9/29/2017,,Creature,Beast Horror,{3}{B},4,2,3,Uncommon,0,0,1,0,0,110,https://scryfall.com/card/xln/111/lurking-chupacabra
March of the Drowned,xln,9/29/2017,,Sorcery,,{B},1,,,Common,0,0,1,0,0,111,https://scryfall.com/card/xln/112/march-of-the-drowned
Mark of the Vampire,xln,9/29/2017,,Enchantment,Aura,{3}{B},4,,,Common,0,0,1,0,0,112,https://scryfall.com/card/xln/113/mark-of-the-vampire
Queen's Agent,xln,9/29/2017,,Creature,Vampire Scout,{5}{B},6,3,3,Common,0,0,1,0,0,113,https://scryfall.com/card/xln/114/queens-agent
Queen's Bay Soldier,xln,9/29/2017,,Creature,Vampire Soldier,{1}{B},2,2,2,Common,0,0,1,0,0,114,https://scryfall.com/card/xln/115/queens-bay-soldier
Raiders' Wake,xln,9/29/2017,,Enchantment,,{3}{B},4,,,Uncommon,0,0,1,0,0,115,https://scryfall.com/card/xln/116/raiders-wake
Revel in Riches,xln,9/29/2017,,Enchantment,,{4}{B},5,,,Rare,0,0,1,0,0,116,https://scryfall.com/card/xln/117/revel-in-riches
Ruin Raider,xln,9/29/2017,,Creature,Orc Pirate,{2}{B},3,3,2,Rare,0,0,1,0,0,117,https://scryfall.com/card/xln/118/ruin-raider
Ruthless Knave,xln,9/29/2017,,Creature,Orc Pirate,{2}{B},3,3,2,Uncommon,0,0,1,0,0,118,https://scryfall.com/card/xln/119/ruthless-knave
Sanctum Seeker,xln,9/29/2017,,Creature,Vampire Knight,{2}{B}{B},4,3,4,Rare,0,0,1,0,0,119,https://scryfall.com/card/xln/120/sanctum-seeker
Seekers' Squire,xln,9/29/2017,,Creature,Human Scout,{1}{B},2,1,2,Uncommon,0,0,1,0,0,120,https://scryfall.com/card/xln/121/seekers-squire
Skittering Heartstopper,xln,9/29/2017,,Creature,Insect,{B},1,1,2,Common,0,0,1,0,0,121,https://scryfall.com/card/xln/122/skittering-heartstopper
Skulduggery,xln,9/29/2017,,Instant,,{B},1,,,Common,0,0,1,0,0,122,https://scryfall.com/card/xln/123/skulduggery
Skymarch Bloodletter,xln,9/29/2017,,Creature,Vampire Soldier,{2}{B},3,2,2,Common,0,0,1,0,0,123,https://scryfall.com/card/xln/124/skymarch-bloodletter
Spreading Rot,xln,9/29/2017,,Sorcery,,{4}{B},5,,,Common,0,0,1,0,0,124,https://scryfall.com/card/xln/125/spreading-rot
Sword-Point Diplomacy,xln,9/29/2017,,Sorcery,,{2}{B},3,,,Rare,0,0,1,0,0,125,https://scryfall.com/card/xln/126/sword-point-diplomacy
Vanquish the Weak,xln,9/29/2017,,Instant,,{2}{B},3,,,Common,0,0,1,0,0,126,https://scryfall.com/card/xln/127/vanquish-the-weak
Vicious Conquistador,xln,9/29/2017,,Creature,Vampire Soldier,{B},1,1,2,Uncommon,0,0,1,0,0,127,https://scryfall.com/card/xln/128/vicious-conquistador
Vraska's Contempt,xln,9/29/2017,,Instant,,{2}{B}{B},4,,,Rare,0,0,1,0,0,128,https://scryfall.com/card/xln/129/vraskas-contempt
Walk the Plank,xln,9/29/2017,,Sorcery,,{B}{B},2,,,Uncommon,0,0,1,0,0,129,https://scryfall.com/card/xln/130/walk-the-plank
